content,explanation
अहं च रघुवंशश्च लक्ष्मणश्च महाबलः ।वैदेह्या दर्शनेनाद्य धर्मतः परिरक्षिताः ।।6.1.11।।,"""On Hanuman finding Vaidehi, I and, mighty Lakshmana and the whole of Raghu dynasty are now rightfully protected."""
इदं तु मम दीनस्य मनो भूयः प्रकर्षति ।यदिहास्य प्रियाख्यातुर्न कुर्मि सदृशं प्रियम् ।।6.1.12।। ,"""On the other hand, it is a pity that I am not able to please such a person who has spoken pleasing words. Further this causes grief to me."""
एष सर्वस्वभूते परिष्वङ्गो हनूमतः । मया कालमिमं प्राप्य दत्तस्तस्य महात्मनः ।।6.1.13।।,"""To such a great one who attained success at this time, everything can be given. I give my embrace.""  "
इत्युक्त्वा प्रीतिहृष्टाङ्गो रामस्तं परिषस्वजे ।हनूमन्तं कृतात्मानं कृतकार्यमुपागतम् ।।6.1.14।।,"Having said so, Rama experienced the joy of love all over his body and embraced Hanuman who returned successful."
ध्यात्वा पुनरुवाचेदं वचनं रघुनन्दनः ।हरीणामीश्वरस्यापि सुग्रीवस्योपशृण्वतः ।।6.1.15।।,"Rama, the delight of Raghu dynasty thought over and said while Sugriva, the lord of monkeys was still listening."
सर्वथा सुकृतं तावत्सीतायाः परिमार्गणम् ।सागरं तु समासाद्य पुनर्नष्टं मनो मम ।।6.1.16।।,"""By all means good work was done in searching for Sita. On the contrary, having succeeded, my mind is once again agitated when I think of (crossing) the ocean."""
कथं नाम समुद्रस्य दुष्पारस्य महाम्भसः ।हरयो दक्षिणं पारं गमिष्यन्ति समागताः ।।6.1.17।। ,"""How will all the monkeys together be able to cross to the southern shore of the vast ocean? It is difficult to cross."""
यद्यप्येष तु वृत्तान्तो वैदेह्या गदितो मम ।समुद्रपारगमने हरीणां किमिहोत्तरम् ।।6.1.18।।,"""This has been told to me by Vaidehi. How will the monkeys cross the ocean(enquired Vaidehi)."""
इत्युक्तवा शोकसम्भ्रान्तो राम श्शत्रुनिबर्हणः ।हनूमन्तं महाबाहुस्ततो ध्यानमुपागमत् ।।6.1.19।।,"Agitated with sorrow, mighty armed Rama, the destroyer of enemies approached Hanuman and reflected (about the crossing of the ocean).                            इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये युद्धकाण्डे प्रथमस्सर्गः This is the end of the first Sarga of Yuddha Kanda of the first epic the holy Ramayana composed by sage Valmiki."
[Rama is immersed in grief. Sugriva comforts Rama to be courageous.]तंतुशोकपरिद्यूनंरामंदशरथात्मजम् ।उवाचवचनंश्रीमान् सुग्रीवश्शोकनाशनम् ।।6.2.1।।,"Glorious Sugriva spoke such words of advice to remove the agony of Rama,son of Dasaratha, who was filled with sorrow."
किंत्वंसन्तप्यसेवीर  यथान्यःप्राकृतस्तथा ।मैवंभूस्त्यजसन्तापंकृतघ्नइवसौहृदम् ।।6.2.2।।,"""Heroic Rama Why are you grieving like a common man? Give up your grief just like an ungrateful one gives up friendship."""
सन्तापस्यचतेस्थानंनहिपश्यामिराघव ।प्रवृत्तावुपलब्धायांज्ञातेचनिलयेरिपोः ।।6.2.3।।,"""Raghava Having secured the information (of Sita) and known the location of the enemy's residence, I do not see the reason for your mourning."""
मतिमान्शास्त्रवित्प्राज्ञःपण्डितश्चासिराघव ।त्यजेमांपापिकांबुद्धिंकृतात्मेवार्थदूषणीम् ।।6.2.4।।,"""Raghava You are an intellectual, well versed in Sastras, wise and learned. Give up this sinful thought just as the one who is efficient gives up the one who violates subtle truth."" "
समुद्रंलङ्घयित्वातुमहानक्रसमाकुलम् ।लङ्कामारोहयिष्यामोहनिष्यामश्चतेरिपुम् ।।6.2.5।।,"""If we cross over that ocean infested with huge crocodiles and ascend the fortress of Lanka, know that the enemy is killed."""
निरुत्साहस्यदीनस्यशोकपर्याकुलात्मनः ।सर्वार्थाव्यवसीदन्तिव्यसनंचाधिगच्छति ।।6.2.6।।,"""One who is despondent, dejected and overwhelmed with grief, will be dispirited in all matters. Not only that with worry he will meet with disaster."""
इमेशूरास्समर्थाश्चसर्वनोहरियूथपाः ।त्वत्प्रियार्थंकृतोत्साहाःप्रवेष्टुमपिपावकम् ।एषांहर्षेणजानामितर्कश्चास्मिन् दृढोमम ।।6.2.7।।,All these vanara leaders and heroes are highly capable and for your happiness they are even ready to enter fire. I know this from their joy and I even infer that it is certain (to happen).
विक्रमेणसमानेष्येसीतांहत्वायथारिपुम् ।रावणंपापकर्माणंतथात्वंकर्तुमर्हसि ।।6.2.8।।,"""You ought to work such that we would kill that enemy Ravana of sinful deeds with our prowess and get back  Sita. I hope you are capable of doing that."""
सेतुरत्रयथाबध्येद्यथापश्येमतांपुरीम् ।तस्यराक्षसराजस्यतथात्वंकुरुराघव ।।6.2.9।।,"""Raghava You think that we will be building a bridge and then seeing that city of the king of Rakshasas."""
दृष्टवातांतुपुरींलङ्कांत्रिकूटशिखरेस्थिताम् ।हतंचरावणंयुद्धेदर्शनावधारय ।।6.2.10।।,"""If the city of Lanka situated on top of Trikuta mountain is seen, you can be sure that Ravana is killed."""
अबध्वासागरेसेतुंघोरेचतुवरुणालये ।लङ्कांनमर्दितुंशक्यासेन्द्रैरपिसुरासुरैः ।।6.2.11।।,"""Without building a bridge on that dreadful ocean, the abode of Varuna, it is not possible for suras or asuras accompanied by Indra also to crush Lanka."" "
सेतुर्बद्धस्समुद्रेचयावल्लङ्कास्समीपतः ।।6.2.12।।सर्वंतीर्णंचमेसैन्यंजितमित्युपधारय ।इमेहिसमरेवीराहरयःकामरूपिण ।।6.2.13।।,"""On building a bridge over the large ocean up to Lanka, when all my army of vanaras can cross over, you may consider that you have won. These vanaras are heroic in war and can assume any form at will."""
तदलंविक्लबांबुद्धिम् राजन  सर्वार्थनाशनीम् ।पुरुषस्यहिलोकेऽस्मिन् शोकश्शौर्यापकर्षणः ।।6.2.14।।,"""O king, therefore enough of this agitated feeling which destroys everything. In this world the valiance of man is lost if he is sorrowful."" "
यत्तुकार्यंमनुष्येणशौण्डीर्यमवलम्बता ।अस्मिन् कालेमहाप्राज्ञसत्त्वमातिष्ठतेजसा ।।6.2.15।।,"""Just as heroism follows a human being in this world on accomplishing a task, you who are very wise, should resort to courage and valour and rise up."""
शूराणांहिमनुष्याणांत्वद्विधानांमहात्मनाम् ।विनष्टेवाप्रणष्टेवाशोकस्सर्वार्थनाशनः ।।6.2.16।।,"""If you who are great among the valiant ones worry for that which is destroyed or lost, it would lead to disaster of everything."" "
तत्त्वंबुद्धिमतांश्रेष्ठस्सर्वशास्त्रार्थकोविदः ।मद्विधैस्सचिवैस्सार्थमरिंजेतुमिहार्हसि ।।6.2.17।।,"""You are highly intelligent, foremost among those who are wellversed in the meaning of all shastras. You will conquer your enemy along with friends like me."""
नहिपश्याम्यहंकंचित् त्रिषुलोकेषुराघव ।गृहीतधनुषेयस्तेतिष्ठेदभिमुखोरणे ।।6.2.18।।,"""O Raghava When you hold the bow in war, Indeed  who can stand in front of you in the three worlds. I have not seen."""
वानरेषुसमासक्तंनतेकार्यंविपत्स्यते ।अचिराद्द्रक्ष्यसेसीतांतीर्त्वासागरमक्ष्यम् ।।6.2.19।।,"""The task of yours entrusted to vanaras will never be spoiled. Very soon you will see Sita crossing over the ocean that cannot be subdued."""
तदलंशोकमालम्ब्यक्रोधमालम्बभूपते ।निश्चेष्टाःक्षत्रियामन्दास्सर्वेचण्डस्यबिभ्यति ।।6.2.20।।,"""O Lord of earth Enough of that pain you have experienced. Give up sorrow and take on to anger. When kshatriyas are lethargic, they become dull but all are scared at a fearful one."""
लङ्घनार्थंचघोरस्यसमुद्रस्यनदींपतेः ।सहास्माभिरिहोपेतस्सूक्ष्मबुद्धिर्विचारय ।।6.2.21।।,"""You are endowed with subtle intellect and now think of the means to cross over this dreadful looking ocean the lord of rivers."""
लङ्घितेतस्यतैस्सैन्यंजितमित्युपधारय ।सर्वंतीर्णंचमेसैन्यंजितमित्यवधार्यताम् ।।6.2.22।।,"""If the vanara army can cross (the ocean) you are certain that we will conquer. Presume that the army has succeeded."""
इमेहिहरयश्शूरास्समरेकामरूपिणः ।तानरीन्विधमिष्यन्तिशिलापादपवृष्टिभिः ।।6.2.23।।,"""Being heroic in combat, these vanaras can take any form at their will.They would rain boulders and trees on enemies and cut them to size."""
कथञ्चित्सन्तरिष्यामस्तेवयंवरुणालयम् ।हतमित्येवतंमन्येयुद्धेशत्रुनिबर्हण ।।6.2.24।।,"""O Exterminator of foes By whatever means the ocean is crossed by us, think that the enemy has been killed in combat."""
किमुक्त्वाबहुधाचापिसर्वथाविजयीभवान् ।निमित्तानिचपश्यामिमनोमेसम्प्रहृष्यति ।।6.2.25।।,"""Of what use is speaking many words. By all means you will be victorious. I see signs of it and feel highly delighted in my mind.""।।इत्यार्षेवाल्मीकीयेश्रीमद्रामायणेआदिकाव्येयुद्धकाण्डेद्वितीयस्सर्गः।।This is the end of the second Sarga of Yuddha Kanda of the first epic,the holy Ramayana composed by sage Valmiki."
[Hanuman gives a detailed description of Lanka on interrogation by Rama.]सुग्रीवस्यवचश्श्रुत्वाहेतुमत्परमार्थवत् ।प्रतिजग्राहकाकुत्स्थोहनूमन्तमथाब्रवीत् ।।6.3.1।।,"Rama the scion of Kakuthsa dynasty having accepted the wellmeaning words of Sugriva, who spoke the truth with deep understanding, turned to Hanuman and said."
तपसासेतुबन्धेनसागरोच्छोषणेनच ।सर्वथासुसमर्थोऽस्मिसागरस्यास्यलङ्घने ।।6.3.2।।,"""By austerity or by drying up the ocean or by any other means, I am capable of crossing the ocean."" "
कतिदुर्गाणिदुर्गायालङ्कायाब्रूहितानिमे ।ज्ञातुमिच्छामितत्सर्वंदर्शनादिववानर ।।6.3.3।।,"""O Vanara How many forts are in Lanka? You may tell me whatever you have seen. I wish to know all that."""
बलस्यपरिमाणंचद्वारदुर्गक्रियामपि । गुप्तिकर्मचलङ्कायारक्षसांसदनानिच ।।6.3.4।।यथासुखंयथावच्छलङ्कायामसिदृष्टवान् ।सर्वमाचक्ष्वतत्त्वेनसर्वथाकुशलोह्यसि ।।6.3.5।।,"""Tell me in detail about the strength and size of the army, the number of gateways that are difficult to enter, the way in which the entrances have been protected by the rakshasas, and their dwellings in Lanka. Indeed you are aware of all aspects and are also capable."" "
श्रुत्वारामस्यवचनंहनुमान्मारुतात्मजः ।वाक्यंवाक्यविदांश्रेष्ठोरामंपुनरथाब्रवीत् ।।6.3.6।।,"Hanuman the son of Maruti, the foremost among those who are good at speech, having heard Rama's words again said to Rama."
श्रूयतांसर्वमाख्यास्येदुर्गकर्मविधानतः ।गुप्तापुरीयथालङ्कारक्षिताचयथाबलैः ।।6.3.7।।,"""I will relate the way in which the city of Lanka is fortified, the way in which it is protected by secret forces, everything you wish to hear."" "
राक्षसाश्चयथास्निग्धारावणस्यचतेजसा ।परांसमृद्धिंलङ्कायास्सागरस्यचभीमताम् ।।6.3.8।।विभागंचबलौघस्यनिर्देशंवाहनस्यच ।एवमुक्त्वाकपिश्रेष्ठःकथयामासतत्त्ववित: ।।6.3.9।।,"Hanuman, the foremost of the vanaras said that he will truly point out everything in Lanka:""Ravana's power, the affection of rakshasas to Ravana, his prosperity, the terrifying ocean, the divisions of the army such as chariots, elephants, horses and soldiers."""
हृष्टप्रमुदितालङ्कामत्तद्विपसमाकुला ।महतीरथसंपूर्णारक्षोगणसमाकुला ।।6.3.10।।,"""The people in the vast island of Lanka are very delighted. Lanka is filled with chariots and innumerable rakshasas."""
दृढबद्धकवाटानिमहापरिघवन्तिच ।द्वाराणिविपुलान्यस्याश्चत्वारिसुमहान्तिच ।।6.3.11।।,"""Lanka is endowed with lofty wide courtyards, entrances with doors that are fixed with metal fixtures and large iron bars."""
तत्रेषूपलयन्त्राणिबलवन्तिमहान्तिच ।आगतंपरसैन्यंतैस्तत्रप्रतिनिवार्यते ।।6.3.12।।,"""The doors are fitted with powerful machines which retaliate by discharging darts and stones on the enemy's army and kill them."""
द्वारेषुसंस्कृताभीमाःकालायसमयाश्शिताः ।शतशोरचितावीरैश्शतघ्नयोरक्षसांगणै ।।6.3.13।।,At the entrances are troops of terrific looking guards kept ready with a hundred sharpened stones studded with iron spikes.
सौवर्णस्तुमहांस्तस्याःप्राकारोदुष्प्रधर्षणः ।मणीविद्रुमवैदूर्यमुक्ताविरचितान्तरः ।।6.3.14।।,"""Its lofty golden boundary wall encrusted here and there with gems, corals, Vaiduryas and pearls is difficult to assail."""
सर्वतश्चमहाभीमाश्शीततोयवहाश्शुभाः ।अगाधाग्राहवत्यश्चपरिखामीनसेविता ।।6.3.15।।,All round it (boundary wall) are very splendid moats filled with frighteningcold water inhabited by fish and crocodiles.
द्वारेषुतासांचत्वारस्सङ्क्रमाःपरमायताः । यन्त्रैरुपेताबहुभिर्महद्भिर्गृहपङ्क्तिभिः ।।6.3.16।।,At the entrance of the gateways around the moats are four road ways. Huge engines are fixed to move the bridges when people approach. There are rows of houses (for the guards) at the gateways.
त्रायन्तेसङ्क्रमास्तत्रपरसैन्यागतेसति ।यन्त्रैस्तैरवकीर्यन्तेपरिखासुसमन्ततः ।।6.3.17।।,"""When the enemy arrives, the engines all over the moats lift the bridges making entry impossible for enemy armies."""
एकस्त्वकम्प्योबलवान्सङ्क्रमस्सुमहादृढः ।काञ्चनै र्बहुभिस्स्तम्भैर्वेदिकाभिश्चशोभितः ।।6.3.18।।,"""One of the road ways is very strong and steady, shining with unshakeable golden pillars and altars."""
स्वयंप्रकृतिमापन्नोयुयुत्सूराम  रावण: ।उत्थितश्चाप्रमत्तश्चबलानामनुदर्शने ।।6.3.19।।,"""O Rama Ravana, who is hostile in his intentions, assuming his natural tendency which is eagerness to combat, is always very alert and looks after the army."""
लङ्कापुनर्निरालम्बादेवदुर्गाभयावहा ।नादेयंपार्वतंवान्यंकृत्रिमंचचतुर्विधम् ।।6.3.20।।,"""Lanka is difficult to access even for devatas located on high peaks of the mountain. It is fierce to onlookers, surrounded by four kinds of forts, like rivers, mountains, forests and artificial fortresses.""  "
स्थितापारेसमुद्रस्यदूरपारस्यराघव  ।नौपथोपिश्चनास्त्यत्रनिरादेशश्चसर्वशः ।।6.3.21।।,"""O Raghava Lanka is located on the other shore of the ocean. Passage through the sea is not possible. It is away from all and there is nothing around."""
शैलाग्रेरचितादुर्गासापुरैर्देवपुरोपमा ।वाजिवारणासम्पूर्णालङ्कापरमदुर्जया ।।6.3.22।।,"""It is inaccessible like the abode of devatas as it is on the peak of the mountain. It is difficult to conquer for any one as it is full of horses and elephants."" "
परिखाश्चशतघ्नयश्चयन्त्राणिविविधानिच ।शोभयन्तिपुरींलङ्कांरावणस्यदुरात्मनः ।।6.3.23।।,"""Evil minded Ravana's city of Lanka is shining with moats and missiles of many kinds and machinery."""
अयुतंरक्षसामत्रपूर्वद्वारंसमाश्रितम् ।शूलहस्तादुराधर्षास्सर्वेखङ्गाग्रयोधिनः ।।6.3.24।।,"""There(in Lanka) ten thousand warriors are garrisoned at the eastern gate way holding tridents, and those who are unassailable in war stand in front with swords."" "
नियुतंरक्षसामत्रदक्षिणद्वारमाश्रितम् ।चतुरङ्गेणसैन्येनयोधास्तत्राप्यनुत्तमाः ।।6.3.25।।,At the southern gate also one lakh of rakshasas are garrisoned with four divisions of army. They are also the best warriors.
प्रयुतंरक्षसामत्रपश्चिमद्वारमाश्रितम् ।चर्मखङ्गधरास्सर्वेतथासर्वास्त्रकोविदाः ।।6.3.26।।,At the western gate are garrisoned ten lakhs of rakshasas wearing shields of skin and holding swords. They are knowledgeable in several weapons.
न्यर्बुदंरक्षसामत्राप्युत्तरद्वारमाश्रितम् ।रथिनश्चाश्ववाहाश्चकुलपुत्त्रास्सुपूजिताः ।।6.3.27।।,"At the northern gate(of Lanka) are garrisoned one hundred crores of rakshasas constituting, charioteers, horse riding and elephant riding ogres born of noble families, respected and trustworthy (for Ravana)."
शतशोऽथसहस्राणिमध्यमंस्कन्धमाश्रिताः ।यातुधानादुराधर्षास्साग्रकोटिश्चरक्षसाम् ।।6.3.28।।,"""Hundreds and thousands of warriors who are unassailable are collected in the center(of Lanka) in multitudes of crores."""
तेमयासङ्क्रमाभग्नाःपरिखाश्चावपूरिताः ।दग्धाचनगरीलङ्काप्राकाराश्चावसादिताः ।।6.3.29।।बलैकदेशःक्षपितोराक्षसानांमहात्मनाम् ।,"""I have destroyed some of those roadways, even filled up the moats, burnt parts of the city of Lanka, smashed the boundary walls and killed part of the powerful army."""
येनकेनतुमार्गेणतरामवरुणालयम् ।हतेतिनगरीलङ्कावानरैरवधार्यताम् ।।6.3.30 ।।,"""If by whatever means the passage of ocean can be crossed by vanaras it can be taken for granted that the city of Lanka is destroyed."""
अङ्गदोद्विविदोमैन्दोजाम्बवान्पनसोऽनलः ।नीलस्सेनापतिश्चेवबलशेषेणकिंतव ।।6.3.31।।प्लवमानाहिगत्वातांरावणस्यमहापुरीम् ।।6.3.32।।सपर्वतवनांभित्त्वासखातांचसप्रतोरणाम् ।सप्राकारांसभवनामानयिष्यन्तिराघव ।।6.3.33।।,"""Raghava What do we have to do with the rest of the army when Angada, Dwivida, Mainda, Jambavan, Panasa, Nala and the chief of the army Nila are there? Reaching Ravana's city by leaping over the mountains and demolishing the outer gates, other boundaries, archways and other buildings they will get into Lanka city."""
एवमाज्ञापयक्षिप्रंबलानांसर्वसङ्ग्रहम् ।मुहूर्तेनतुयुक्तेनप्रस्थानमभिरोचय ।।6.3.34।।,"""You may command the total army this way.""Quickly start at an opportune time towards Lanka (said Hanuman to Rama)"" commanded Hanuman.""।।इत्यार्षेवाल्मीकीयेश्रीमद्रामायणेआदिकाव्येयुद्धकाण्डेतृतीयस्सर्गः।।This is the end of the third Sarga of Yuddha Kanda of the first epic, the holy Ramayana composed by sage Valmiki."
[Rama sets to depart with the vanara army to the seashore.]श्रुत्वा हनुमतो वाक्यं यथावदनुपूर्वशः ।ततोऽब्रवीन्महातेजा रामस्सत्यपराक्रमः ।।6.4.1।।,"Glorious Rama, of truthful valour, having heard Hanuman in the aforesaid manner, there after spoke (to Hanuman)."
यां निवेदयसे लङ्कां पुरीं भीमस्य रक्षसः ।क्षिप्रमेनां मथिष्यामि सत्यमेतद्ब्रवीमि ते ।।6.4.2।।,"I will destroy immediately that Lanka of fierce rakshasa, you are telling. I am telling you, this is the truth."
अस्मिन् मुहूर्ते सुग्रीव  प्रयाणमभिरोचये ।युक्तो मुहूर्तो विजयः प्राप्तो मध्यं दिवाकर ।।6.4.3।।,I desire to journey at this opportune time. The Sun has reached the mid position and so a good time for victory. 
सीतां हृत्वा तु मे जातु क्वासौ यास्यति यास्यत: ।सीता श्रुत्वाभियानं मे अशामेष्यति जीविते ।जीवितान्तेऽ मृतं स्पृष्टवा पीत्वा विषमिवातुरः ।।6.4.4।।,"Where can the one who has abducted Sita go from here? Just as one who has drunk the poison gets some life sometimes on tasting the nectar of immortality, Sita will attain the desire to live on hearing about my approaching."
उत्तरा फल्गुनी ह्यद्य श्वस्तु हस्तेन योक्ष्यते ।अभिप्रायाम सुग्रीव  सर्वानीकसमावृताः ।।6.4.5।।,"Today Uttaraphalguni constellation is on the ascent and for me born in Punarvasu star, Hasta, will be in conjunction with the moon. Sugriva You may assemble all the army as I desire to start the journey (as it is auspicious for me). "
निमित्तानि च पश्यामि यानि प्रादुर्भवन्ति च ।निहत्य रावणं सीतामानयिष्यामि जानकीम् ।।6.4.6।।,I also see manifestations of good omens to start (the journey). I shall get Janaka's daughter Sita on killing Ravana.
उपरिष्टाद्धि नयनं स्फुरमाणमिदं मम ।विजयं समनुप्राप्तं शंसतीव मनोरथम् ।।6.4.7।।,My upper eyelids are twitching thus indicating victory and it strikes me that my desire will be fulfilled.
ततो वानरराजेन लक्ष्मणेन सुपूजितः ।उवाच रामो धर्मात्मा पुनरप्यर्धकोविदः ।।6.4.8।। ,"There after righteous Rama who is well respected by the king of vanaras and also by Lakshmana, who is wellversed in polity once again spoke.  "
अग्रे यातु बलस्यास्य नीलो मार्गमवेक्षितुम् । वृतश्शतसहस्रेण वानराणां तरस्विनाम् ।।6.4.9।।,"""Let Nila go leading in front with his courageous and hundred thousand army looking at the way (said Rama)""."
फलमूलवता नील  शीतकाननवारिणा ।पथा मधुमता चाशु सेनां सेनापते  नय ।।6.4.10।।,"""O Nila, the chief of the army Go fast with the army along the way which has plenty of fruits and roots, shady forests and cool water and sweet smelling honey""."
दूषयेयुर्दुरात्मनः पथि मूलफलोदकम् ।राक्षसाः परिरक्षेथास्तेभ्यस्त्वं नित्यमुद्यतः ।।6.4.11।।,"""Evilminded one, the lord of rakshasas will spoil the roots, fruits and water (on the way). Be ever alert and protect them""."
निम्नेषु वनदुर्गेषु वनेषु च वनौकसः । अभिप्लुत्याभिपश्येयुः परेषां निहितं बलम् ।।6.4.12।।,"""O Vanaras You should even look for (the rakshasas) in the low lying lands, in inaccessible water sources, in forests and also beyond sight leaping up to the sky"". "
यच्च फल्गु बलं किञ्चित्त दत्रैवोपपद्यताम् ।एतद्धि कृत्यं घोरं नो विक्रमेण प्रयुज्यताम् ।।6.4.13।।,"""If there are any weak ones in the army, they may be used here for this purpose (of looking for fruits etc.). Our task (ahead) is a terrific one and be prepared to overcome your power"".  "
सागरौघनिभं भीममग्रानीकं महाबलाः ।कपिसिंहाः प्रकर्षस्तु शतशोऽथ सहस्रशः ।।6.4.14।।,"""These hundreds and thousands of lionlike vanaras would walk in groups leading the army like the fierce tides of the ocean""."
गजश्च गिरिसङ्काशो गवयश्च महाबलः ।गवाक्षश्चाग्रतो यातु गवां दृप्तइवर्षभ: ।।6.4.15।।,"""Gaja who is like a mountain in form, Gavaya, the mighty strong and Gavaksha would go like proud bulls that lead the cows""."
यातु वानरवाहिन्या वानरः प्लवतां वरः ।पालयन्दक्षिणं पार्श्वमृषभो वानरर्षभः ।।6.4.16।।,"""Let the vanara called Rshaba the foremost among the leaping vanaras, take charge of the right side of the army""."
गन्धहस्तीव दुर्धर्षस्तरस्वी गन्धमादनः ।यातु वानरवाहिन्या स्सव्यं पार्श्वमधिष्ठितः ।।6.4.17।। ,"""Let Gandhamadana, the unassailable and powerful vanara resembling the elephant in rut take charge of the left portion of the army""."
यास्यामि बलमध्येऽहं बलौघमभिहर्षयन् ।अधिरुह्य हनूमन्त मैरावत मिवेश्वरः ।।6.4.18।।,"""Like the lord of gods riding on Iravatam I would mount on Hanuman and reach the centre of the army encouraging the army."""
अङ्गदेनैष संयातु लक्ष्मणश्चान्त कोपमः ।सार्वभौमेन भूतेशो द्रविणाधिपतिर्यथा ।।6.4.19।।,"""Let Lakshmana who is like Anthaka (one who excels death) ride on Angada, like the lord of wealth (Kubera) rides on the elephant Saarvabhauma (the elephant that guards the four quarters)""."
जाम्बवांश्च सुषेणश्च वेगदर्शी च वानरः ।ऋक्षराजो महासत्त्वः कुक्षिं रक्षन्तु ते त्रयः ।।6.4.20।।,"""Let Rksharaja the mighty strong Jambavan and Sushena even Vegadarsi protect the rear side (of the army)""."
राघवस्य वचश्श्रुत्वा सुग्रीवो वाहिनीपतिः ।व्यादिदेश महावीर्यो वानरान्वानरर्षभ ः ।।6.4.21।।,Sugriva the bull among vanaras having heard the words of Raghava ordered the heroic vanaras (to start).
ते वानरगणास्सर्वे समुत्पत्य युयुत्सवः ।गुहाभ्यश्शिखरेभ्यश्च अशु पुप्लुविरे तदा ।।6.4.22।।,"Then all the heroic monkeys who were eager for combat jumped down from the caves, mountain peaks and trees."
ततो वानरराजेन लक्ष्मणेन च पूजितः ।जगाम रामोधर्मात्मा ससैन्यो दक्षिणां दिशम् ।।6.4.23 ।।,Thereafter righteous Rama who was worshipped by the king of vanaras and Lakshmana went towards the southern direction.
शतैः शतसहस्रैश्च कोटिभिश्चायुतैरपि ।वारणाभैश्च हरिभिर्ययौ परिवृतस्तदा ।।6.4.24।।,"Protected by hundreds and thousands, even crores of vanaras and surrounded by a myriad of vanaras Rama went."
तं यान्तमनुयान्ती सा महती हरिवाहिनी । दृप्ता: प्रमुदितास्सर्वे सुग्रीवेणाभिपालिताः ।।6.4.25।।,While Rama was walking the great army of vanaras controlled by Sugriva followed him with great delight.
आप्लवन्तः प्लवन्तश्च गर्जन्तश्च प्लवङ्गमाः ।क्षेवळन्तो निनदन्तस्ते जग्मुर्वै दक्षिणां दिशम् ।।6.4.26।। ,"The monkeys went towards southern direction playing, leaping, running and roaring like lions. "
भक्ष्यन्त स्सुगन्धीनि मधूनि च फलानि च ।उद्वहन्तो महावृक्षान् मञ्जरीपुञ्जधारिणः ।।6.4.27।।,The monkeys went eating sweet smelling honey and fruits and carrying branches of huge trees having bunches of blossoms.
अन्योन्यं सहसा दृप्ता निर्वहान्ति क्षिपन्ति च ।पतन्तश्पोत्पत्नत्यन्ये पातयन्त्यपरे परान् ।।6.4.28।। ,"Some wild monkeys carried one another, while some fell, knocked down others, some lifted up and some turned their back and pushed down others."
रावणो नो निहन्तव्यस्सर्वे च रजनीचराः ।इति गर्जन्ति हरयो राघवस्य समीपतः ।।6.4.29।।,"'We should kill all the rakshasas and Ravana', saying so the vanaras close by Rama were roaring."
