content,explanation
मृते तु तस्मिन्भरतो वसिष्ठप्रमुखैर्द्विजै: ।। 1.1.33।।नियुज्यमानो राज्याय नैच्छद्राज्यं महाबल:। ,"After Dasaratha had passed away, mighty Bharata did not desire to rule the kingdom  against the orders by Vasishta and other brahmins."
स जगाम वनं वीरो रामपादप्रसादक: ।। 1.1.34 ।। ,"The brave Bharata, who had conquered envy and hatred went to the forest in order to worship Rama's feet."
गत्वा तु सुमहात्मानं रामं सत्यपराक्रमम् ।अयाचद्भ्रातरं राममार्यभावपुरस्कृत: ।।1.1.35।।  त्वमेव राजा धर्मज्ञ इति रामं वचोऽब्रवीत् । ,"Bharata reached Rama, so pleasing venerable, truthful and chivalrous, worshipped him with reverence and implored.   Bharata addressing Rama said, 'You are knower of righteousness. You alone should  be the king (meaning that when the elder brother is alive, the younger brother is prohibited from ruling the kingdom)'."
रामोऽपि परमोदारस्सुमुखस्सुमहायशा: ।न चैच्छत्पितुरादेशाद्राज्यं रामो महाबल: ।।1.1.36।। ,"Although a source of universal delight, although exceedingly generous and of cheerful countenance, highly renowned and capable Rama refused to accept the kingdom in accordance with the command of his father."
पादुके चास्य राज्याय न्यासं दत्वा पुन:पुन: ।निवर्तयामास ततो भरतं भरताग्रज: ।।1.1.37।। ,"Having handed over his sandals to Bharata as symbol of authority for ruling the kingdom, Rama persuaded him again and again to return to the capital."
स काममनवाप्यैव रामपादावुपस्पृशन् ।।1.1.38।।नन्दिग्रामेऽकरोद्राज्यं रामागमनकाङ्क्षया । ,"Disaaponted in his mission to take Rama back, Bharata worshipped the sandals of Rama and ruled the kingdom from Nandigrama, awaiting his return."
गते तु भरते श्रीमान् सत्यसन्धो जितेन्द्रिय: ।।1.1.39।।रामस्तु पुनरालक्ष्य नागरस्य जनस्य च ।  तत्रागमनमेकाग्रो दण्डकान्प्रविवेश ह ।।1.1.40।। ,"When Bharata departed, Sri Rama, a man of good fortune and steadfast in vows  one who had conquered under control perceiving that the citizens from Ayodhya would arrive there, entered the Dandaka forest with single minded determination (so that there would not be breach of his promise). "
प्रविश्य तु महारण्यं रामो राजीवलोचनः ।विराधं राक्षसं हत्वा शरभङ्गं ददर्श ह ।।1.1.41।।सुतीक्ष्णं चाप्यगस्त्यं च अगस्त्यभ्रातरं तथा । ,"Having entered the dense forest Dandaka, Rama slew the demon Viradha and saw the sages Sarabhanga, Sutikshna and Agastya with his brother."
अगस्त्यवचनाच्चैव जग्राहैन्द्रं शरासनम् ।।1.1.42।।खड्गं च परमप्रीतस्तूणी चाक्षयसायकौ । ,"As directed by sage Agastya, Rama received with extreme delight a bow, a sword and quivers with inexhaustible arrows, given by Indra to Agastya (to be passed on to Rama)."
वसतस्तस्य रामस्य वने वनचरैस्सह ।ऋषयोऽभ्यागमन्सर्वे वधायासुररक्षसाम् ।।1.1.43।। ,"While Rama was dwelling in the forest (in the hermitage of sage Sarabhanga), all the ascetics along with others (sages) inhabiting the forest approached Rama requesting for the destruction of the asuras and rakshasas seizing upon their lives."
स तेषां प्रतिशुश्राव राक्षसानां तथा वने ।।1.1.44।। प्रतिज्ञातश्च रामेण वधस्संयति रक्षसाम् ।ऋषीणामग्निकल्पानां दण्डकारण्यवासिनाम् ।।1.1.45।। ,"Rama promised those ascetics, who resembled flaming fire in lustre living in Dandakaranya inhabited by rakshasas to slay them."
तेन तत्रैव वसता जनस्थाननिवासिनी ।विरूपिता शूर्पणखा राक्षसी कामरूपिणी ।।1.1.46।।,During his stay there a demon called Surpanakha living in Janasthana (resting place for the army of Ravana in Dandakaranya) and capable of assuming any form at will was rendered deformed by Lakshmana.
ततश्शूर्पणखावाक्यादुद्युक्तान्सर्वराक्षसान् ।खरं त्रिशिरसं चैव दूषणं चैव राक्षसम् ।।1.1.47।।निजघान वने रामस्तेषां चैव पदानुगान् ।,"Thereafter Rama killed in the fight all the rakshasas, Khara, Trisira, and Dushana with their followers in a battle who were instigated by  Surpanakha's words. "
वने तस्मिन्निवसता जनस्थाननिवासिनाम् ।।1.1.48।।रक्षसां निहतान्यासन्सहस्राणि चतुर्दश । ,During his stay in that forest Rama killed fourteen thousand rakshasas who were inhabitants of Janasthana.                                                                               
ततो ज्ञातिवधं श्रुत्वा रावणः क्रोधमूर्छितः ।।1.1.49।।सहायं वरयामास मारीचं नाम राक्षसम् ।                   ,"Having heard the slaughter of fellow rakshasa, Ravana became violent with anger and sought the help of a rakshasa named Maricha."
वार्यमाणस्सुबहुशो मारीचेन स रावणः ।।1.1.50।।न विरोधो बलवता क्षमो रावण तेन ते । ,"Maricha repeatedly dissuaded him saying, 'O Ravana It  is not proper for you to enter into hostility with the  mighty and powerful Rama'. "
अनादृत्य तु तद्वाक्यं रावण: कालचोदित: ।।1.1.51।।जगाम सह मारीचस्तस्याश्रमपदं तदा ।,Disregarding his words Ravana incited by fate left for the hermitage of Rama along with Maricha.
तेन मायाविना दूरमपवाह्य नृपात्मजौ ।।1.1.52।।जहार भार्यां रामस्य गृध्रं हत्वा जटायुषम् । ,"He with the help of deceitful Maricha drew the princes (Rama and Lakshmana) far away from their hermitage abducted Sita the wife of Rama and  slaughtered vulture Jatayu,"
गृध्रं च निहतं दृष्ट्वा हृतां श्रुत्वा च मैथिलीम् ।।1.1.53।।राघवश्शोकसन्तप्तो विललापाकुलेन्द्रिय: । ,"Having seen and heard from the eagle Jatayu struck down by Ravana that Sita had been abducted Rama bewailed, choked with tears his senses dulled by distress."
ततस्तेनैव शोकेन गृध्रं दग्ध्वा जटायुषम् ।।1.1.54।।मार्गमाणो वने सीतां राक्षसं सन्ददर्श ह ।कबन्धन्नाम रूपेण विकृतं घोरदर्शनम् ।।1.1.55।। ,"Then he performed in the midst of tears the funeral rites of the vulture Jatayu. Wandering in search of Sita, he beheld a rakshasa named Kabandha who was dreadful, in deformed in appearance. "
तं निहत्य महाबाहुर्ददाह स्वर्गतश्च  स: । स चास्य कथयामास शबरीं धर्मचारिणीम् ।।1.1.56।।श्रमणीं धर्मनिपुणामभिगच्छेति राघव । 1151,"Mightyarmed Rama, having killed Kabandha, consigned his body to flames. While leaving for heavens he informed him saying, 'O Raghava, there is a female ascetic in Sabara community, performing religious duties and proficient in practising austerities. You may visit her'."
सोऽभ्यगच्छन्महातेजाश्शबरीं शत्रुसूदन: ।।1.1.57।।शबर्या पूजितस्सम्यग्रामो दशरथात्मज: । ,"Rama son of Dasaratha, destroyer of enemies and possessing great splendour approached Sabari who duly worshipped him৷৷"
पम्पातीरे हनुमता सङ्गतो वानरेण ह ।।1.1.58।।हनुमद्वचनाच्चैव सुग्रीवेण समागत: । ,On the bank of Pampa he met a monkey named Hanuman on whose advice he made friendship with Sugriva. 
सुग्रीवाय च तत्सर्वं शंसद्रामो महाबल: ।।1.1.59।।आदितस्तद्यथावृत्तं सीतायाश्च विशेषत: ।                 ,"Mighty  Rama related to Sugriva all that had happened right from the beginning, more importantly Sita's abduction and also to Hanuman. "
सुग्रीवश्चापि तत्सर्वं श्रुत्वा रामस्य वानर: ।।1.1.60।।चकार सख्यं रामेण प्रीतश्चैवाग्निसाक्षिकम् । ,"Hearing everything that story from Rama, Sugriva was very pleased and made a pact with Rama in the presence of Agni as witness.                  "
ततो वानरराजेन वैरानुकथनं प्रति ।।1.1.61।।रामायावेदितं सर्वं प्रणयाद्दु:खितेन च ।,"Thereafter Sugriva, king of monkeys filled with sorrow narrated to Rama out of friendship the entire account of his hostilities (with Vali)."
प्रतिज्ञातं च रामेण तदा वालिवधं प्रति ।।1.1.62।।वालिनश्च बलं तत्र कथयामास वानर: । ,Then Rama vowed to slay Vali. The monkey (Sugriva) described about Vali's prowess to Rama.
सुग्रीवश्शङ्कितश्चासीन्नित्यं वीर्येण राघवे ।।1.1.63।।राघवप्रत्ययार्थं तु दुन्दुभे: कायमुत्तमम् ।दर्शयामास सुग्रीवो महापर्वतसन्निभम् ।।1.1.64।। ,Doubtful of the prowess Sugriva of Rama Sugriva inorder to get convinced showed him the huge (dead) body of Dundubhi resembling a big mountain.
उत्स्मयित्वा महाबाहु: प्रेक्ष्य चास्थि महाबल: ।पादाङ्गुष्ठेन चिक्षेप सम्पूर्णं दशयोजनम् ।।1.1.65।। ,"The strongarmed Rama, who was endowed with great strength looked at the skeleton and smiled within himself for a while. He kicked off the skeleton with the great toe of his foot completely to a full distance of ten yojanas (eighty miles)."
बिभेद च पुनस्सालान्सप्तैकेन महेषुणा ।गिरिं रसातलं चैव जनयन्प्रत्ययं तथा ।।1.1.66।। ,"Again inorder to create confidence (in Sugriva), he released a single mighty shaft which penetrated seven palmyra trees, a mountain and the Rasatala. "
तत: प्रीतमनास्तेन विश्वस्तस्स महाकपि: ।किष्किन्धां रामसहितो जगाम च गुहां तदा ।।1.1.67।। ,Pleased with Rama's action and convinced of his prowess he left thereafter with Rama he left for Kishkindha which was like a cave. 
ततोऽगर्जद्धरिवर: सुग्रीवो हेमपिङ्गल: ।तेन नादेन महता निर्जगाम हरीश्वर: ।।1.1.68।। ,"On entering the city of Kishkindha, Sugriva the best of monkeys of reddish yellow hue roared with a great voice. There upon Vali, the lord of monkeys came out (of the cave)."
अनुमान्य तदा तारां सुग्रीवेण समागत: ।निजघान च तत्रैनं शरेणैकेन राघव: ।।1.1.69।। ,"After convincing his wife Tara, who was dissuading from this, Vali entered into a combat with Sugriva. There, Rama killed Vali with a single shaft."
ततस्सुग्रीववचनाद्धत्वा वालिनमाहवे ।सुग्रीवमेव तद्राज्ये राघव: प्रत्यपादयत् ।।1.1.70।। ,"After he killed Vali in the combat in compliance with the words of Sugriva, Rama installed Sugriva as  king."
स च सर्वान्समानीय वानरान्वानरर्षभ: ।दिश: प्रस्थापयामास दिदृक्षुर्जनकात्मजाम् ।।1.1.71।। ,The best of monkeys (Sugriva) gathered his monkey forces and despatched them in various directions in search of Janaka's daughter (Sita).
ततो गृध्रस्य वचनात्सम्पातेर्हनुमान्बली।शतयोजनविस्तीर्णं पुप्लुवे लवणार्णवम्।।1.1.72।। ,"At the suggestion of the vulture, Sampathi mighty Hanuman leapt over the saltocean extending over a hundred yojanas."
तत्र लङ्कां समासाद्य पुरीं रावणपालिताम् ।ददर्श सीतां ध्यायन्तीमशोकवनिकां गताम् ।।1.1.73।। ,Hanuman arrived at the city of Lanka ruled by Ravana and found Sita in the Ashoka garden meditating on Rama.
निवेदयित्वाऽऽभिज्ञानं प्रवृत्तिं च निवेद्य च ।समाश्वास्य च वैदेहीं मर्दयामास तोरणम् ।।1.1.74।। ,"Hanuman delivered Rama's ring to Sita as a token of recognition, related the whole story and consoled her. He then crushed the arch (of the outer gate of the garden) before leaving."
पञ्च सेनाग्रगान्हत्वा सप्तमन्त्रिसुतानपि ।शूरमक्षं च निष्पिष्य ग्रहणं समुपागमत् ।।1.1.75।।,"After killing five commanders, seven sons of the counsellors, stamping out valiant Akshayakumara, the son of Ravana, Hanuman got himself captured (to be taken as captive)."
अस्त्रेणोन्मुक्तमात्मानं ज्ञात्वा पैतामहाद्वरात् ।मर्षयन्राक्षसान्वीरो यन्त्रिणस्तान्यदृच्छया ।।1.1.76।। ततो दग्ध्वा पुरीं लङ्कामृते सीतां च मैथिलीम् ।रामाय प्रियमाख्यातुं पुनरायान्महाकपि: ।।1.1.77।। ,"The heroic Hanuman came to know that he could be released from the entanglements of the weapon granted to him through a boon by Brahma. He allowed himself to be restrained by the rakshasas with the ropes for the sake of achieving his other objective of seeing Ravana. Thereafter, he burnt the whole of Lanka except the place where Sita was and returned to deliver the good news to Rama."
सोऽधिगम्य महात्मानं कृत्वा रामं प्रदक्षिणम् ।न्यवेदयदमेयात्मा दृष्टा सीतेति तत्त्वत: ।।1.1.78।। ,Reaching Rama the great Hanuman gifted with boundless intellect circumambulated him and infact informed him that he had seen Sita.
ततस्सुग्रीवसहितो गत्वा तीरं महोदधे: ।समुद्रं क्षोभयामास शरैरादित्यसन्निभै: ।।1.1.79।। ,"Thereafter, Rama reached the shore of the ocean together with Sugriva and saw the ocean agitated with shafts burning like the Sun."
दर्शयामास चात्मानं समुद्रस्सरितां पति: ।समुद्रवचनाच्चैव नलं सेतुमकारयत् ।।1.1.80।। ,"Samudra, lord of rivers, (afraid of Rama's anger) and having appeared in his own form, and on his advice got a bridge built with the help of Nala. "
तेन गत्वा पुरीं लङ्कां हत्वा रावणमाहवे ।राम: सीतामनुप्राप्य परां व्रीडामुपागमत् ।।1.1.81।। ,"Rama entered the city of Lanka by means of that bridge, killed Ravana in the battle and recovered Sita. Thereafter he felt greatly embarassed (for accepting his wife who had stayed in an others."
तामुवाच ततो राम: परुषं जनसंसदि ।अमृष्यमाणा सा सीता विवेश ज्वलनं सती ।।1.1.82।।,"Rama spoke harsh words about Sita in the assembly. Sita, incapable of enduring such words, entered fire. "
ततोऽग्निवचनात्सीतां ज्ञात्वा विगतकल्मषाम् ।बभौ रामस्सम्प्रहृष्ट: पूजितस्सर्वदैवतै: ।।1.1.83।।,"With the of testimony of the firegod, Rama was exceedingly pleased to know that Sita was sinless. All the gods adored him."
कर्मणा तेन महता त्रैलोक्यं सचराचरम् ।सदेवर्षिगणं तुष्टं राघवस्य महात्मन: ।।1.1.84।। ,"All the animate and inanimate beings, gods and sages in the three worlds were very pleased at this noble deed of the great Rama."
अभिषिच्य च लङ्कायां राक्षसेन्द्रं विभीषणम् ।कृतकृत्यस्तदा रामो विज्वर: प्रमुमोद ह ।।1.1.85।। ,"After coronating the rakshasa chief Vibhishana in the city of Lanka, Rama free from distress, exceedingly rejoiced after having accomplished his objective. "
देवताभ्यो वरं प्राप्य समुत्थाप्य च वानरान् ।अयोध्यां प्रस्थितो राम: पुष्पकेण सुहृद्वृत: ।।1.1.86।।,"Having obtained a boon from the devatas (who had come to see him) Rama, revived all monkeys (fallen in the battle) and set out for Ayodhya accompanied by friends in the  pushpaka (aerial car)."
भरद्वाजाश्रमं गत्वा रामस्सत्यपराक्रम: ।भरतस्यान्तिकं रामो हनूमन्तं व्यसर्जयत् ।।1.1.87।। ,Rama who was a delight of all whose strength lies in truth went to the hermitage of Bharadwaja (as promised) and  despatched Hanuman to Bharata as his messenger.
पुनराख्यायिकां जल्पन्सुग्रीवसहितश्च स: ।पुष्पकं तत्समारुह्य नन्दिग्रामं ययौ तदा ।।1.1.88।। ,"Again accompanied by Sugriva and recalling earlier incidents and after both of them discussed with each other, Rama departed to Nandigrama riding that pushpaka chariot."
नन्दिग्रामे जटां हित्वा भ्रातृभिस्सहितोऽनघ: ।रामस्सीतामनुप्राप्य राज्यं पुनरवाप्तवान् ।।1.1.89।। ,"At Nandigrama sinless Rama arrived, met his brothers. They shed their  matted locks. With  Sita  restored  he regained his kingdom."
प्रहृष्टमुदितो लोकस्तुष्ट: पुष्टस्सुधार्मिक: ।निरामयो ह्यरोगश्च दुर्भिक्षभयवर्जित: ।।1.1.90।। ,"The entire world rejoiced with happiness with their desire fulfilled they were content.  All people were following the path of righteousness. There was no fear of sufferings or agonies, diseases or famine."
न पुत्रमरणं किञ्चिद्द्रक्ष्यन्ति पुरुषा: क्वचित् ।नार्यश्चाविधवा नित्यं भविष्यन्ति पतिव्रता: ।।1.1.91।। ,"During the period of Rama's rule, no where  would men witness the death of their sons or women widowed. They would ever remain chaste and devoted to their husbands."
न चाग्निजं भयं किञ्चिन्नाप्सु मज्जन्ति जन्तव: ।न वातजं भयं किञ्चिन्नापि ज्वरकृतं तथा ।।1.1.92।। न चापि क्षुद्भयं तत्र न तस्करभयं तथा ।,"There (in the kingdom of Rama) was no fear of fire, water, wind, disease, hunger and also theft."
नगराणि च राष्ट्राणि धनधान्ययुतानि च ।।1.1.93।।नित्यं प्रमुदितास्सर्वे यथा कृतयुगे तथा । ,All the cities and villages were affluent with wealth and food grains. People lived happily as though they lived in Kritayuga.
अश्वमेधशतैरिष्ट्वा तथा बहुसुवर्णकै: ।।1.1.94।।गवां कोट्ययुतं दत्वा ब्रह्मलोकं प्रयास्यति ।असंख्येयं धनं दत्वा ब्राह्मणेभ्यो महायशा: ।।1.1.95।।  ,"Highly renowned Rama, having satisfied the gods with the performance of a hundred of aswamedhas and many suvarnakas  bestowing hundreds of thousands of cows and immense wealth on the brahmins, will return to Brahmaloka."
राजवंशान्शतगुणान्स्थापयिष्यति राघव: ।चातुर्वर्ण्यं च लोकेऽस्मिन् स्वे स्वे धर्मे नियोक्ष्यति ।।1.1.96।।  ,"Rama will establish hundredfold royal dynasties and employ the four castes to do their respective duties, in this world."
दशवर्षसहस्राणि दशवर्षशतानि च ।रामो राज्यमुपासित्वा ब्रह्मलोकं प्रयास्यति ।। 1.1.97।। ,"Rama, reigning the kingdom for eleven thousand years, will attain Brahmaloka."
इदं पवित्रं पापघ्नं पुण्यं वेदैश्च सम्मितम् ।य: पठेद्रामचरितं सर्वपापै: प्रमुच्यते ।।1.1.98।। ,This story of Rama is sacred and holy. It destroys sins and is equal to the Vedas. Whosoever reads it will be freed from all sins.
एतदाख्यानमायुष्यं पठन्रामायणं नर: ।सपुत्रपौत्रस्सगण: प्रेत्य स्वर्गे महीयते ।। 1.1.99।।,"This story of Ramayana enhances longevity of those who read it and recite it. They will be worshipped in heavens after their death along with their sons and grandsons, servants and relations."
पठन्द्विजो वागृषभत्वमीयात्स्यात्क्षत्रियो भूमिपतित्वमीयात् ।वणिग्जन: पण्यफलत्वमीयात्जनश्च शूद्रोऽपि महत्वमीयात् ।।1.1.100।। ,"A brahmin becomes proficient in the eighteen branches of learning a kshatriya gets lordship over landed possessions a vaisya gets the fruits of his business and sudra also attains greatness  by reading Ramayana"". इत्यार्षे श्रीमद्रामायणे वाल्मीकीय आदिकाव्ये बालकाण्डे (श्रीमद्रामायणकथासङ्क्षेपो नाम) प्रथम: सर्ग:।। Thus ends the first sarga of Balakanda of the holy Ramayana in synopsis of the first epic composed by sage Valmiki."
[Valmiki goes to river Tamasa for morning ablutions -- He sees a male krauncha  being shot down by a hunter -- expresses the reflection of a female companion's sorrow in his experience in the form of a sloka in metrical form -- Lord Brahma appears at the hermitage -- directs him to compose the great poem in the same metre describing the story of Rama as related by Narada -- grants him the power of clairvoyance.]नारदस्य तु तद्वाक्यं श्रुत्वा वाक्यविशारद:।पूजयामास धर्मात्मा सहशिष्यो महामुनि: ।।1.2.1।।    ,"On hearing the words of Narada the distinguished and righteous sage Valmiki, proficient in composing slokas worshipped him along with his disciples."
